rowID;studyID;armID;study_name;manga;study_year;pub_year;drug_name;Ntotal;Published;age_mean;age_sd;_Female;Dosing_schedule;Dose_range;Sponsoredbythisdrugcompanyo;Investigational_Comparator;ascale;baseline_mean;V;mean_efficacy;Imputation;Responders;IMPUTEDresp;Unpublished;Recruitment;type;Patient_status;Placebo_run_in;weeks;Rescue_med;Sequence_generation;Allocation_concealment;Blinding_participant;Blinding_therapist;Blinding_assessor;AP;Selective_reporting_bias;dropoutSTUDY;dropoutARM;dropoutDIFF;OverallRoB;PLAresp;Narms;PLAprop;Overall_arm_RoB
s32;409;2;Newhouse2000;1;2000;2000;Fluoxetine;119;R from pub data and no or inadequate unpub data;67;5,9;;Flexible;Licensed;No;Comparator;HAMD24;25;12;-11,3;Others;84;0;No;North America;Multi-center;Outpatients only;Yes;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,322033898;0,327731092;0,005697194;Moderate risk;;2;0;Moderate risk
s31;409;1;Newhouse2000;1;2000;2000;Sertraline;117;R from pub data and no or inadequate unpub data;68;5,3;;Flexible;Licensed;Yes;Investigational;HAMD24;25,1;12;-11,3;Others;85;0;No;North America;Multi-center;Outpatients only;Yes;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,316239316;0,005794582;Moderate risk;;2;0;Moderate risk
s33;410;1;Aberg-Wisted2000;1;2000;2000;Paroxetine;177;R from pub data and no or inadequate unpub data;;;;Flexible;Licensed;No;Comparator;MADRS;30,7;8;-18,3;Others;112;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;0,146892655;0,020246155;Low risk;;2;0;Low risk
s34;410;2;Aberg-Wisted2000;1;2000;2000;Sertraline;176;R from pub data and no or inadequate unpub data;;;;Flexible;Licensed;No;Investigational;MADRS;30,3;8;-16,9;Others;111;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;0,16713881;0,1875;0,02036119;Low risk;;2;0;Low risk
s36;411;2;Moller2000;0;2000;2000;Amitriptyline;124;R from pub data and no or inadequate unpub data;48,1;14;;Flexible;Licensed;No;Comparator;HAMD21;27,5;6;10,6;Others;71;0;No;Europe;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,125;0,129032258;0,004032258;Low risk;;2;0;Low risk
s35;411;1;Moller2000;0;2000;2000;Sertraline;116;R from pub data and no or inadequate unpub data;47,7;13,2;;Flexible;Licensed;Yes;Investigational;HAMD21;27,1;6;11,7;Others;51;0;No;Europe;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,120689655;0,004310345;Low risk;;2;0;Moderate risk
s38;412;2;Lepine2000;0;2000;2000;Clomipramine;84;R from pub data and no or inadequate unpub data;41,8;;0,69;Flexible;Licensed;No;Comparator;HAMD17;29,6;8;12,7;Others;54;0;No;;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,192771084;0,226190476;0,033419392;Low risk;;2;0;Low risk
s37;412;1;Lepine2000;0;2000;2000;Sertraline;82;R from pub data and no or inadequate unpub data;42,3;;0,707;Flexible;Licensed;Yes;Investigational;HAMD17;29,8;8;12,3;Others;53;0;No;;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,158536585;0,034234499;Low risk;;2;0;Moderate risk
s40;413;2;Sir2005;1;2003;2005;Sertraline;79;R from pub data and no or inadequate unpub data;37,3;13,5;;Flexible;Licensed;Yes;Investigational;HAMD17;23,4;8;-15,9;LOCF;56;0;No;;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,233128834;0,164556962;0,068571872;Moderate risk;;2;0;High risk
s39;413;1;Sir2005;1;2003;2005;Venlafaxine;84;R from pub data and no or inadequate unpub data;36,8;12,4;;Flexible;Licensed;No;Comparator;HAMD17;23,5;8;-14,3;LOCF;56;0;No;;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,297619048;0,064490213;Moderate risk;;2;0;Moderate risk
s42;414;2;Shelton2006 (NCT00179283);1;2003;2006;Sertraline;82;R from pub data and no or inadequate unpub data;41,2;12;;Flexible;Licensed;Yes;Investigational;HAMD17;22,1;8;10,8;Others;45;0;Yes;North America;Multi-center;Outpatients only;Unclear;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,1875;0,231707317;0,044207317;Low risk;;2;0;Moderate risk
s41;414;1;Shelton2006 (NCT00179283);1;2003;2006;Venlafaxine;78;R from pub data and no or inadequate unpub data;37,2;11,6;;Flexible;Licensed;Unclear;Comparator;HAMD17;22,4;8;9,7;Others;49;0;Yes;North America;Multi-center;Outpatients only;Unclear;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,141025641;0,046474359;Low risk;;2;0;Moderate risk
t20;436;1;Blacker1988;0;1988;1988;Amitriptyline;44;R imputed from pub data and no or inadequate unpub data;42;12,5;;Fixed;Licensed;No;Comparator;HAMD21;26,7;6;7,4;Others;29;1;No;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,181818182;0,048951049;Moderate risk;;4;0;Moderate risk
t21;436;2;Blacker1988;0;1988;1988;Trazodone;112;R imputed from pub data and no or inadequate unpub data;45;12,8;;Fixed;Licensed;Unclear;Investigational;HAMD21;26,3;;;OC;58;1;No;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,230769231;0,25;0,019230769;Moderate risk;;4;0;Moderate risk
t22;437;1;Altamura1989b;0;1989;1989;Amitriptyline;37;R imputed from pub data and no or inadequate unpub data;66,43;5,59;0,568;Fixed;Licensed;Unclear;Comparator;HAMD21;29,03;5;10,63;Others;21;1;No;Europe;Multi-center;Inpatients only;Unclear;5;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,135135135;0,011847464;Low risk;;3;0;Moderate risk
t23;437;2;Altamura1989b;0;1989;1989;Trazodone;36;R imputed from pub data and no or inadequate unpub data;64,61;5,7;0,611;Fixed;Licensed;Unclear;Investigational;HAMD21;29,68;5;10,65;Others;21;1;No;Europe;Multi-center;Inpatients only;Unclear;5;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,123287671;0,111111111;0,01217656;Low risk;;3;0;Moderate risk
t24;438;1;Kasper2005b;0;2005;2005;Paroxetine;53;R from pub data and no or inadequate unpub data;44,3;11,28;0,679245283;Flexible;Licensed;Unclear;Comparator;HAMD17;20,9;8;-15;LOCF;48;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0;0,046296296;Low risk;;2;0;Moderate risk
t25;438;2;Kasper2005b;0;2005;2005;Trazodone;55;R from pub data and no or inadequate unpub data;43,5;12,23;0,581818182;Flexible;Licensed;Unclear;Investigational;HAMD17;21;8;-14,6;LOCF;48;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,046296296;0,090909091;0,044612795;Low risk;;2;0;Moderate risk
t26;439;1;Munizza2006;0;2006;2006;Sertraline;60;R from pub data and no or inadequate unpub data;46,9;10,55;0,7;Flexible;Licensed;No;Comparator;HAMD17;21,9;6;9,5;LOCF;37;0;No;Europe;Multi-center;Outpatients only;Unclear;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,133333333;0,026775956;Low risk;;2;0;Low risk
t27;439;2;Munizza2006;0;2006;2006;Trazodone;62;R from pub data and no or inadequate unpub data;45;11,5;0,596774194;Flexible;Licensed;Yes;Investigational;HAMD17;21,7;6;8,6;LOCF;46;0;No;Europe;Multi-center;Outpatients only;Unclear;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,106557377;0,080645161;0,025912216;Low risk;;2;0;Moderate risk
v033;457;1;Clerc1994;1;1994;1994;Fluoxetine;34;R from pub data and no or inadequate unpub data;53,6;;;Fixed;Licensed;No;Comparator;HAMD21;29,70000076;6;17,39999962;Others;17;0;No;Europe;Multi-center;Inpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,352941176;0,088235294;Moderate risk;;2;0;Moderate risk
v034;457;2;Clerc1994;1;1994;1994;Venlafaxine;34;R from pub data and no or inadequate unpub data;49;;;Fixed;Licensed;Yes;Investigational;HAMD21;29,10000038;6;11;Others;24;0;No;Europe;Multi-center;Inpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,264705882;0,176470588;0,088235294;Moderate risk;;2;0;High risk
v039;460;1;Dierick1996;1;1994;1996;Fluoxetine;161;R from pub data and no or inadequate unpub data;43,2;13;0,64;Fixed;Licensed;No;Comparator;HAMD17;26,6;8;12,39999962;Others;95;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,248447205;3,96E-05;Moderate risk;;2;0;Moderate risk
v040;460;2;Dierick1996;1;1994;1996;Venlafaxine;153;R from pub data and no or inadequate unpub data;43,7;12,5;0,65;Flexible;Licensed;Yes;Investigational;HAMD17;27;8;10,69999981;Others;107;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,248407643;0,248366013;4,16E-05;Moderate risk;;2;0;Moderate risk
v048;464;1;Tylee1997;1;1997;1997;Fluoxetine;170;R from pub data and no or inadequate unpub data;45,5;14,3;0,747;Fixed;Licensed;No;Comparator;HAMD17;22,5;;;OC;58;0;No;Europe;Multi-center;Outpatients only;Unclear;12;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,270588235;0,002139037;Moderate risk;;2;0;Moderate risk
v049;464;2;Tylee1997;1;1997;1997;Venlafaxine;171;R from pub data and no or inadequate unpub data;43,5;14;0,678;Fixed;Licensed;Yes;Investigational;HAMD17;22,39999962;;;OC;67;0;No;Europe;Multi-center;Outpatients only;Unclear;12;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,272727273;0,274853801;0,002126528;Moderate risk;;2;0;Moderate risk
v050;465;1;Hackett1998;1;1998;1998;Fluvoxamine;34;R imputed from pub data and no or inadequate unpub data;;;;Fixed;Licensed;No;Comparator;MADRS;31,6;6;10,47;Others;14;1;No;Europe;Multi-center;Outpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;0,382352941;0,103073662;Moderate risk;;2;0;Moderate risk
v051;465;2;Hackett1998;1;1998;1998;Venlafaxine;77;R imputed from pub data and no or inadequate unpub data;;;;Fixed;Licensed;Yes;Investigational;MADRS;32,2;6;8,98;Others;48;1;No;Europe;Multi-center;Outpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;0,279279279;0,233766234;0,045513046;Moderate risk;;2;0;High risk
v052;466;1;Costaesilva1998;1;1998;1998;Fluoxetine;186;R from pub data and no or inadequate unpub data;39,8;10,3;;Flexible;Licensed;No;Comparator;HAMD17;29,70000076;8;10,19999981;Others;153;0;No;South America;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,096774194;0,026262456;Low risk;;2;0;Low risk
v053;466;2;Costaesilva1998;1;1998;1998;Venlafaxine;196;R from pub data and no or inadequate unpub data;40,5;10,7;;Flexible;Licensed;Yes;Investigational;HAMD17;30,39999962;8;9,800000191;Others;170;0;No;South America;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,123036649;0,147959184;0,024922534;Low risk;;2;0;Moderate risk
v054;467;1;McPartlin1998;1;1998;1998;Paroxetine;178;R from pub data and no or inadequate unpub data;44;14;;Fixed;Licensed;No;Comparator;HAMD17;23;12;-14,1;Others;117;0;No;Europe;Multi-center;Outpatients only;Unclear;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,292134831;0,017896604;Moderate risk;;2;0;Moderate risk
v055;467;2;McPartlin1998;1;1998;1998;Venlafaxine;183;R from pub data and no or inadequate unpub data;45;15;;Fixed;Licensed;Yes;Investigational;HAMD17;23;12;-14,7;Others;130;0;No;Europe;Multi-center;Outpatients only;Unclear;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,274238227;0,256830601;0,017407626;Moderate risk;;2;0;Moderate risk
v057;468;2;Samuelian1998;0;1998;1998;Clomipramine;50;R from pub data and no or inadequate unpub data;47;11;;Flexible;Licensed;No;Comparator;HAMD21;27,8;6;16,8;Others;20;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,352941176;0,36;0,007058824;Moderate risk;;2;0;Moderate risk
v056;468;1;Samuelian1998;0;1998;1998;Venlafaxine;52;R from pub data and no or inadequate unpub data;47;12;;Flexible;Licensed;Yes;Investigational;HAMD21;27,8;6;15,3;Others;30;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,346153846;0,00678733;Moderate risk;;2;0;Moderate risk
v063;470;2;Smeraldi1998;0;1998;1998;Clomipramine;58;R from pub data and no or inadequate unpub data;71;6;;Flexible;Licensed;Unclear;Comparator;;;;;Others;40;0;No;Europe;Multi-center;Both;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;;;Moderate risk;;3;0;Moderate risk
v064;470;3;Smeraldi1998;0;1998;1998;Trazodone;57;R from pub data and no or inadequate unpub data;71;6;;Flexible;Licensed;Unclear;Comparator;;;;;Others;33;0;No;Europe;Multi-center;Both;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;;;Moderate risk;;3;0;Moderate risk
v062;470;1;Smeraldi1998;0;1998;1998;Venlafaxine;55;R from pub data and no or inadequate unpub data;71;6;;Flexible;Licensed;Unclear;Investigational;;;;;Others;41;0;No;Europe;Multi-center;Both;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;;;Moderate risk;;3;0;Moderate risk
v069;472;1;Alves1999;1;1999;1999;Fluoxetine;47;R from pub data and no or inadequate unpub data;42,3;12,2;;Flexible;Licensed;No;Comparator;HAMD21;26,89999962;12;10,55;Others;40;0;No;Europe;Multi-center;Outpatients only;No;12;Unclear;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,191489362;0,026901443;Low risk;;2;0;Low risk
v070;472;2;Alves1999;1;1999;1999;Venlafaxine;40;R from pub data and no or inadequate unpub data;45,4;12;;Flexible;Licensed;Yes;Investigational;HAMD21;27,89999962;12;8,31;Others;34;0;No;Europe;Multi-center;Outpatients only;No;12;Unclear;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,218390805;0,25;0,031609195;Low risk;;2;0;Moderate risk
v077;475;1;Mehtonen2000;1;2000;2000;Sertraline;72;R from pub data and no or inadequate unpub data;41;10,7;;Flexible;Licensed;No;Comparator;HAMD21;25,8;8;;Others;41;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,166666667;0,023809524;Low risk;;2;0;Low risk
v078;475;2;Mehtonen2000;1;2000;2000;Venlafaxine;75;R from pub data and no or inadequate unpub data;44,1;11,4;;Flexible;Licensed;Yes;Investigational;HAMD21;25,5;8;;Others;49;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,19047619;0,213333333;0,022857143;Low risk;;2;0;Moderate risk
v079;476;1;Tzanakaki2000;1;2000;2000;Fluoxetine;54;R from pub data and no or inadequate unpub data;49;10;;Flexible;Licensed;No;Comparator;HAMD21;27,10000038;6;12,5;Others;33;0;No;Europe;Multi-center;Both;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,222222222;0,002038736;Moderate risk;;2;0;Moderate risk
v080;476;2;Tzanakaki2000;1;2000;2000;Venlafaxine;55;R from pub data and no or inadequate unpub data;47;11;;Flexible;Licensed;Yes;Investigational;HAMD21;27,79999924;6;11,7;Others;38;0;No;Europe;Multi-center;Both;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,220183486;0,218181818;0,002001668;Moderate risk;;2;0;Moderate risk
v082;477;2;Gentil2000;0;2000;2000;Amitriptyline;59;R from pub data and no or inadequate unpub data;39,1;8,7;;Flexible;Licensed;No;Comparator;HAMD21;24,5;8;7,4;Others;44;0;No;South America;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,146551724;0,13559322;0,010958504;Low risk;;2;0;Low risk
v081;477;1;Gentil2000;0;2000;2000;Venlafaxine;57;R from pub data and no or inadequate unpub data;37,9;10,1;;Flexible;Licensed;Yes;Investigational;HAMD21;23,9;8;9,29;Others;43;0;No;South America;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,157894737;0,011343013;Low risk;;2;0;Moderate risk
v083;478;1;Casabona2002 (0600B 428);0;;2002;Paroxetine;56;Inadequate pub data and R from unpub data;;;;Fixed;Licensed;No;Comparator;;;;;Others;29;0;Yes;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,178571429;0,003132832;Low risk;;2;0;Low risk
v084;478;2;Casabona2002 (0600B 428);0;;2002;Venlafaxine;58;Inadequate pub data and R from unpub data;;;;Fixed;Licensed;Yes;Investigational;;;;;Others;43;0;Yes;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,175438596;0,172413793;0,003024803;Low risk;;2;0;Moderate risk
v086;479;2;Sauer2003;0;2003;2003;Amitriptyline;77;R from pub data and no or inadequate unpub data;46;10,9;;Flexible;Licensed;No;Comparator;HAMD21;23,64;6;13,27;Others;35;0;No;Europe;Multi-center;Outpatients only;Unclear;6;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,25;0,25974026;0,00974026;Moderate risk;;2;0;Moderate risk
v085;479;1;Sauer2003;0;2003;2003;Venlafaxine;79;R from pub data and no or inadequate unpub data;48,5;10,8;;Flexible;Licensed;Yes;Investigational;HAMD21;23,6;6;13,1;Others;30;0;No;Europe;Multi-center;Outpatients only;Unclear;6;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,240506329;0,009493671;Moderate risk;;2;0;Moderate risk
v087;480;1;Allard2004;1;2004;2004;Citalopram;75;R from pub data and no or inadequate unpub data;72,5;5,7;;Flexible;Licensed;No;Comparator;MADRS;27;8;11,5;LOCF;50;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
v088;480;2;Allard2004;1;2004;2004;Venlafaxine;76;R from pub data and no or inadequate unpub data;73,6;5,9;;Flexible;Licensed;Yes;Investigational;MADRS;27,6;8;12;LOCF;49;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
v095;483;1;Keller2007 (NCT00046020);0;2007;2007;Fluoxetine;275;R from pub data and no or inadequate unpub data;40;11,6;;Flexible;Licensed;Unclear;Comparator;HAMD17;23;10;8,9;LOCF;210;0;No;North America;Multi-center;Outpatients only;Unclear;10;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
v096;483;2;Keller2007 (NCT00046020);0;2007;2007;Venlafaxine;821;R from pub data and no or inadequate unpub data;39,6;11,2;;Flexible;Licensed;Yes;Investigational;HAMD17;22,6;10;9,2;LOCF;612;0;No;North America;Multi-center;Outpatients only;Unclear;10;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
v109;488;2;Hosseini2015 (IRCT201203048513N1.);0;2011;2015;Citalopram;25;R imputed from pub data and no or inadequate unpub data;35,6;8,72;0,91;Other/Unclear;Licensed;No;Unclear;HAMDunspecified;17,63;8;5,2;Others;21;1;No;Asia;Single center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,264150943;0,08;0,184150943;Moderate risk;;2;0;Moderate risk
v108;488;1;Hosseini2015 (IRCT201203048513N1.);0;2011;2015;Venlafaxine;28;R imputed from pub data and no or inadequate unpub data;37,12;10,94;0,75;Other/Unclear;Licensed;No;Unclear;HAMDunspecified;19,88;;;OC;12;1;No;Asia;Single center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,428571429;0,164420485;Moderate risk;;2;0;Moderate risk
v116;491;2;Heller2009(NCT00909155);0;2009;2009;Fluoxetine;14;Inadequate pub data and R from unpub data;33,14;10,71;0,571;Flexible;Licensed;No;Comparator;HAMD21;21,36;8;10,15;Others;8;1;Yes;North America;Unclear;Other/Unclear/Not stated;Unclear;24;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;0,275862069;0,357142857;0,081280788;Moderate risk;;2;0;Moderate risk
v115;491;1;Heller2009(NCT00909155);0;2009;2009;Venlafaxine;15;Inadequate pub data and R from unpub data;30,74;11,46;0,533;Flexible;Licensed;Yes;Investigational;HAMD21;20,07;8;8,86;Others;9;1;Yes;North America;Unclear;Other/Unclear/Not stated;Unclear;24;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;;0,2;0,075862069;Moderate risk;;2;0;High risk
v117;492;1;Chang 2015;0;2015;2015;Fluoxetine;58;R imputed from pub data and no or inadequate unpub data;41,7;12;0,759;Flexible;Licensed;No;Unclear;HAMD21;24,3;6;8;Others;41;1;No;Asia;Unclear;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
v118;492;2;Chang 2015;0;2015;2015;Venlafaxine;54;R imputed from pub data and no or inadequate unpub data;37,5;12,5;0,704;Flexible;Licensed;No;Unclear;HAMD21;25,9;6;8,7;Others;38;1;No;Asia;Unclear;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
vo48;516;2;Wang2015 (NCT01571453, KCT0000432, 13926A);0;2013;2015;Venlafaxine;230;R can come both from pub and unpub data and match;40,7;12,3;0,615;Fixed;Licensed;No;Comparator;MADRS;32,3;8;-18,16;LOCF;132;0;Yes;Asia;Multi-center;Both;Unclear;8;Yes;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,225733634;0,269565217;0,043831583;Low risk;;2;0;Low risk
vo47;516;1;Wang2015 (NCT01571453, KCT0000432, 13926A);0;2013;2015;Vortioxetine;213;R can come both from pub and unpub data and match;39,6;12,4;0,583;Fixed;Licensed;Yes;Investigational;MADRS;32,3;8;-19,36;LOCF;139;0;Yes;Asia;Multi-center;Both;Unclear;8;Yes;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,178403756;0,047329878;Low risk;;2;0;Moderate risk
